#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
EVT_133134_ACTA;OK;;;;;;;;;;X
EVT_133135_NAME;ソ連のスペイン支配;;;;;;;;;;X
EVT_133135_DESC;マドリードに傀儡政府を設立した。;;;;;;;;;;X
EVT_133135_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133135_ACTB;スペイン人に自由を与えてやろう;;;;;;;;;;X
EVT_133136_NAME;赤軍のリスボン占領;;;;;;;;;;X
EVT_133136_DESC;リスボンを占領しました！;;;;;;;;;;X
EVT_133136_ACTA;OK;;;;;;;;;;X
EVT_133137_NAME;ソ連のポルトガル支配;;;;;;;;;;X
EVT_133137_DESC;リスボンに傀儡政府を設立した。;;;;;;;;;;X
EVT_133137_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133137_ACTB;ポルトガル人に自由を与えてやろう;;;;;;;;;;X
EVT_133138_NAME;赤軍のベルン占領;;;;;;;;;;X
EVT_133138_DESC;ベルンを占領しました！;;;;;;;;;;X
EVT_133138_ACTA;OK;;;;;;;;;;X
EVT_133139_NAME;ソ連のスイス支配;;;;;;;;;;X
EVT_133139_DESC;ベルンに傀儡政府を設立した。;;;;;;;;;;X
EVT_133139_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133139_ACTB;スイス人に自由を与えてやろう;;;;;;;;;;X
EVT_133139_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133140_NAME;赤軍のアンカラ占領;;;;;;;;;;X
EVT_133140_DESC;アンカラを占領しました！;;;;;;;;;;X
EVT_133140_ACTA;OK;;;;;;;;;;X
EVT_133141_NAME;ソ連のトルコ支配;;;;;;;;;;X
EVT_133141_DESC;アンカラに傀儡政府を設立した。;;;;;;;;;;X
EVT_133141_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133141_ACTB;トルコ人に自由を与えてやろう;;;;;;;;;;X
EVT_133141_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133142_NAME;赤軍の朝鮮半島占領;;;;;;;;;;X
EVT_133142_DESC;極東赤化の足掛かりを得たぞ！;;;;;;;;;;X
EVT_133142_ACTA;OK;;;;;;;;;;X
EVT_133143_NAME;ソ連の朝鮮半島支配;;;;;;;;;;X
EVT_133143_DESC;平壌に傀儡政府を設立した。;;;;;;;;;;X
EVT_133143_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133143_ACTB;朝鮮人に自由を与えてやろう;;;;;;;;;;X
EVT_133150_NAME;赤軍のラングーン占領;;;;;;;;;;X
EVT_133150_DESC;ラングーンを占領しました！;;;;;;;;;;X
EVT_133150_ACTA;OK;;;;;;;;;;X
EVT_133151_NAME;ソ連のビルマ支配;;;;;;;;;;X
EVT_133151_DESC;ラングーンに傀儡政府を設立した。;;;;;;;;;;X
EVT_133151_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133151_ACTB;ビルマ人に自由を与えてやろう;;;;;;;;;;X
EVT_133152_NAME;赤軍のデリー占領;;;;;;;;;;X
EVT_133152_DESC;デリーを占領しました！;;;;;;;;;;X
EVT_133152_ACTA;OK;;;;;;;;;;X
EVT_133153_NAME;ソ連のインド支配;;;;;;;;;;X
EVT_133153_DESC;デリーに傀儡政府を設立した。;;;;;;;;;;X
EVT_133153_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133153_ACTB;インド人に自由を与えてやろう;;;;;;;;;;X
EVT_133154_NAME;赤軍のバンコク占領;;;;;;;;;;X
EVT_133154_DESC;バンコクを占領しました！;;;;;;;;;;X
EVT_133154_ACTA;OK;;;;;;;;;;X
EVT_133155_NAME;ソ連のタイ支配;;;;;;;;;;X
EVT_133155_DESC;バンコクに傀儡政府を設立した。;;;;;;;;;;X
EVT_133155_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133155_ACTB;タイ人に自由を与えてやろう;;;;;;;;;;X
EVT_133156_NAME;赤軍のカブール占領;;;;;;;;;;X
EVT_133156_DESC;カブールを占領しました！;;;;;;;;;;X
EVT_133156_ACTA;OK;;;;;;;;;;X
EVT_133157_NAME;ソ連のアフガニスタン支配;;;;;;;;;;X
EVT_133157_DESC;カブールに傀儡政府を設立した。;;;;;;;;;;X
EVT_133157_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133157_ACTB;アフガニスタン人に自由を与えてやろう;;;;;;;;;;X
EVT_133157_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133160_NAME;赤軍のワルシャワ失陥;;;;;;;;;;X
EVT_133160_DESC;ワルシャワの保持に失敗しました！;;;;;;;;;;X
EVT_133160_ACTA;OK;;;;;;;;;;X
EVT_133161_NAME;赤軍のプラハ失陥;;;;;;;;;;X
EVT_133161_DESC;プラハの保持に失敗しました！;;;;;;;;;;X
EVT_133161_ACTA;OK;;;;;;;;;;X
EVT_133162_NAME;赤軍のブダペスト失陥;;;;;;;;;;X
EVT_133162_DESC;ブダペストの保持に失敗しました！;;;;;;;;;;X
EVT_133162_ACTA;OK;;;;;;;;;;X
EVT_133163_NAME;赤軍のブカレスト失陥;;;;;;;;;;X
EVT_133163_DESC;ブカレストの保持に失敗しました！;;;;;;;;;;X
EVT_133163_ACTA;OK;;;;;;;;;;X
EVT_133164_NAME;赤軍のソフィア失陥;;;;;;;;;;X
EVT_133164_DESC;ソフィアの保持に失敗しました！;;;;;;;;;;X
EVT_133164_ACTA;OK;;;;;;;;;;X
EVT_133165_NAME;赤軍のオスロ失陥;;;;;;;;;;X
EVT_133165_DESC;オスロの保持に失敗しました！;;;;;;;;;;X
EVT_133165_ACTA;OK;;;;;;;;;;X
EVT_133166_NAME;赤軍のストックホルム失陥;;;;;;;;;;X
EVT_133166_DESC;ストックホルムの保持に失敗しました！;;;;;;;;;;X
EVT_133166_ACTA;OK;;;;;;;;;;X
EVT_133167_NAME;赤軍のコペンハーゲン失陥;;;;;;;;;;X
EVT_133167_DESC;コペンハーゲンの保持に失敗しました！;;;;;;;;;;X
EVT_133167_ACTA;OK;;;;;;;;;;X
EVT_133168_NAME;赤軍のウィーン失陥;;;;;;;;;;X
EVT_133168_DESC;ウィーンの保持に失敗しました！;;;;;;;;;;X
EVT_133168_ACTA;OK;;;;;;;;;;X
EVT_133169_NAME;赤軍のアテネ失陥;;;;;;;;;;X
EVT_133169_DESC;アテネの保持に失敗しました！;;;;;;;;;;X
EVT_133169_ACTA;OK;;;;;;;;;;X
EVT_133170_NAME;赤軍のブリュッセル失陥;;;;;;;;;;X
EVT_133170_DESC;ブリュッセルの保持に失敗しました！;;;;;;;;;;X
EVT_133170_ACTA;OK;;;;;;;;;;X
EVT_133171_NAME;赤軍のアムステルダム失陥;;;;;;;;;;X
EVT_133171_DESC;アムステルダムの保持に失敗しました！;;;;;;;;;;X
EVT_133171_ACTA;OK;;;;;;;;;;X
EVT_133172_NAME;赤軍のルクセンブルク失陥;;;;;;;;;;X
EVT_133172_DESC;ルクセンブルクの保持に失敗しました！;;;;;;;;;;X
EVT_133172_ACTA;OK;;;;;;;;;;X
EVT_133173_NAME;赤軍のパリ失陥;;;;;;;;;;X
EVT_133173_DESC;パリの保持に失敗しました！;;;;;;;;;;X
EVT_133173_ACTA;OK;;;;;;;;;;X
EVT_133174_NAME;赤軍のローマ失陥;;;;;;;;;;X
EVT_133174_DESC;ローマの保持に失敗しました！;;;;;;;;;;X
EVT_133174_ACTA;OK;;;;;;;;;;X
EVT_133175_NAME;赤軍のベオグラード失陥;;;;;;;;;;X
EVT_133175_DESC;ベオグラードの保持に失敗しました！;;;;;;;;;;X
EVT_133175_ACTA;OK;;;;;;;;;;X
EVT_133176_NAME;赤軍のティラナ失陥;;;;;;;;;;X
EVT_133176_DESC;ティラナの保持に失敗しました！;;;;;;;;;;X
EVT_133176_ACTA;OK;;;;;;;;;;X
EVT_133177_NAME;赤軍のマドリード失陥;;;;;;;;;;X
EVT_133177_DESC;マドリードの保持に失敗しました！;;;;;;;;;;X
EVT_133177_ACTA;OK;;;;;;;;;;X
EVT_133178_NAME;赤軍のリスボン失陥;;;;;;;;;;X
EVT_133178_DESC;リスボンの保持に失敗しました！;;;;;;;;;;X
EVT_133178_ACTA;OK;;;;;;;;;;X
EVT_133179_NAME;赤軍のベルン失陥;;;;;;;;;;X
EVT_133179_DESC;ベルンの保持に失敗しました！;;;;;;;;;;X
EVT_133179_ACTA;OK;;;;;;;;;;X
EVT_133180_NAME;赤軍のアンカラ失陥;;;;;;;;;;X
EVT_133180_DESC;アンカラの保持に失敗しました！;;;;;;;;;;X
EVT_133180_ACTA;OK;;;;;;;;;;X
EVT_133181_NAME;赤軍のラングーン失陥;;;;;;;;;;X
EVT_133181_DESC;ラングーンの保持に失敗しました！;;;;;;;;;;X
EVT_133181_ACTA;OK;;;;;;;;;;X
EVT_133182_NAME;赤軍のデリー失陥;;;;;;;;;;X
EVT_133182_DESC;デリーの保持に失敗しました！;;;;;;;;;;X
EVT_133182_ACTA;OK;;;;;;;;;;X
EVT_133183_NAME;赤軍のバンコク失陥;;;;;;;;;;X
EVT_133183_DESC;バンコクの保持に失敗しました！;;;;;;;;;;X
EVT_133183_ACTA;OK;;;;;;;;;;X
EVT_133184_NAME;赤軍のカブール失陥;;;;;;;;;;X
EVT_133184_DESC;カブールの保持に失敗しました！;;;;;;;;;;X
EVT_133184_ACTA;OK;;;;;;;;;;X
EVT_133185_NAME;赤軍のイェーテボリ占領;;;;;;;;;;X
EVT_133185_DESC;イェーテボリを占領しました！;;;;;;;;;;X
EVT_133185_ACTA;OK;;;;;;;;;;X
EVT_133186_NAME;ソ連のスカンディナヴィア支配;;;;;;;;;;X
EVT_133186_DESC;イェーテボリに傀儡政府を設立した。;;;;;;;;;;X
EVT_133186_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133186_ACTB;スカンディナヴィア人に自由を与えてやろう;;;;;;;;;;X
EVT_133186_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133187_NAME;赤軍のイェーテボリ失陥;;;;;;;;;;X
EVT_133187_DESC;イェーテボリの保持に失敗しました！;;;;;;;;;;X
EVT_133187_ACTA;OK;;;;;;;;;;X
EVT_133200_NAME;英軍のワルシャワ占領;;;;;;;;;;X
EVT_133200_DESC;我が軍がワルシャワを占領しました。;;;;;;;;;;X
EVT_133200_ACTA;OK;;;;;;;;;;X
EVT_133201_NAME;ポーランドにおける影響力;;;;;;;;;;X
EVT_133201_DESC;我が国は、ワルシャワに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133201_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133201_ACTB;ポーランドに関わるのはやめよう;;;;;;;;;;X
EVT_133202_NAME;英軍のプラハ占領;;;;;;;;;;X
EVT_133202_DESC;我が軍がプラハを占領しました。;;;;;;;;;;X
EVT_133202_ACTA;OK;;;;;;;;;;X
EVT_133203_NAME;チェコスロヴァキアにおける影響力;;;;;;;;;;X
EVT_133203_DESC;我が国は、プラハに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133203_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133203_ACTB;チェコスロヴァキアに関わるのはやめよう;;;;;;;;;;X
EVT_133204_NAME;英軍のブダペスト占領;;;;;;;;;;X
EVT_133204_DESC;我が軍がブダペストを占領しました。;;;;;;;;;;X
EVT_133204_ACTA;OK;;;;;;;;;;X
EVT_133205_NAME;ハンガリーにおける影響力;;;;;;;;;;X
EVT_133205_DESC;我が国は、ブダペストに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133205_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133205_ACTB;ハンガリーに関わるのはやめよう;;;;;;;;;;X
EVT_133206_NAME;英軍のブカレスト占領;;;;;;;;;;X
EVT_133206_DESC;我が軍がブカレストを占領しました。;;;;;;;;;;X
EVT_133206_ACTA;OK;;;;;;;;;;X
EVT_133207_NAME;ルーマニアにおける影響力;;;;;;;;;;X
EVT_133207_DESC;我が国は、ブカレストに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133207_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133207_ACTB;ルーマニアに関わるのはやめよう;;;;;;;;;;X
EVT_133208_NAME;英軍のソフィア占領;;;;;;;;;;X
EVT_133208_DESC;我が軍がソフィアを占領しました。;;;;;;;;;;X
EVT_133208_ACTA;OK;;;;;;;;;;X
EVT_133209_NAME;ブルガリアにおける影響力;;;;;;;;;;X
EVT_133209_DESC;我が国は、ソフィアに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133209_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133209_ACTB;ブルガリアに関わるのはやめよう;;;;;;;;;;X
EVT_133210_NAME;英軍のオスロ占領;;;;;;;;;;X
EVT_133210_DESC;我が軍がオスロを占領しました。;;;;;;;;;;X
EVT_133210_ACTA;OK;;;;;;;;;;X
EVT_133211_NAME;ノルウェーにおける影響力;;;;;;;;;;X
EVT_133211_DESC;我が国は、オスロに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133211_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133211_ACTB;ノルウェーに関わるのはやめよう;;;;;;;;;;X
EVT_133212_NAME;英軍のストックホルム占領;;;;;;;;;;X
EVT_133212_DESC;我が軍がストックホルムを占領しました。;;;;;;;;;;X
EVT_133212_ACTA;OK;;;;;;;;;;X
EVT_133213_NAME;スウェーデンにおける影響力;;;;;;;;;;X
EVT_133213_DESC;我が国は、ストックホルムに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133213_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133213_ACTB;スウェーデンに関わるのはやめよう;;;;;;;;;;X
EVT_133214_NAME;英軍のコペンハーゲン占領;;;;;;;;;;X
EVT_133214_DESC;我が軍がコペンハーゲンを占領しました。;;;;;;;;;;X
EVT_133214_ACTA;OK;;;;;;;;;;X
EVT_133215_NAME;デンマークにおける影響力;;;;;;;;;;X
EVT_133215_DESC;我が国は、コペンハーゲンに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133215_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133215_ACTB;デンマークに関わるのはやめよう;;;;;;;;;;X
EVT_133216_NAME;英軍のウィーン占領;;;;;;;;;;X
EVT_133216_DESC;我が軍がウィーンを占領しました。;;;;;;;;;;X
EVT_133216_ACTA;OK;;;;;;;;;;X
EVT_133217_NAME;オーストリアにおける影響力;;;;;;;;;;X
EVT_133217_DESC;我が国は、ウィーンに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133217_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133217_ACTB;オーストリアに関わるのはやめよう;;;;;;;;;;X
EVT_133218_NAME;英軍のアテネ占領;;;;;;;;;;X
EVT_133218_DESC;我が軍がアテネを占領しました。;;;;;;;;;;X
EVT_133218_ACTA;OK;;;;;;;;;;X
EVT_133219_NAME;ギリシャにおける影響力;;;;;;;;;;X
EVT_133219_DESC;我が国は、アテネに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133219_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133219_ACTB;ギリシャに関わるのはやめよう;;;;;;;;;;X
EVT_133220_NAME;英軍のブリュッセル占領;;;;;;;;;;X
EVT_133220_DESC;我が軍がブリュッセルを占領しました。;;;;;;;;;;X
EVT_133220_ACTA;OK;;;;;;;;;;X
EVT_133221_NAME;ベルギーにおける影響力;;;;;;;;;;X
EVT_133221_DESC;我が国は、ブリュッセルに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133221_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133221_ACTB;ベルギーに関わるのはやめよう;;;;;;;;;;X
EVT_133222_NAME;英軍のアムステルダム占領;;;;;;;;;;X
EVT_133222_DESC;我が軍がアムステルダムを占領しました。;;;;;;;;;;X
EVT_133222_ACTA;OK;;;;;;;;;;X
EVT_133223_NAME;オランダにおける影響力;;;;;;;;;;X
EVT_133223_DESC;我が国は、アムステルダムに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133223_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133223_ACTB;オランダに関わるのはやめよう;;;;;;;;;;X
EVT_133224_NAME;英軍のルクセンブルク占領;;;;;;;;;;X
EVT_133224_DESC;我が軍がルクセンブルクを占領しました。;;;;;;;;;;X
EVT_133224_ACTA;OK;;;;;;;;;;X
EVT_133225_NAME;ルクセンブルクにおける影響力;;;;;;;;;;X
EVT_133225_DESC;我が国は、ルクセンブルクに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133225_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133225_ACTB;ルクセンブルクに関わるのはやめよう;;;;;;;;;;X
EVT_133226_NAME;英軍のパリ占領;;;;;;;;;;X
EVT_133226_DESC;我が軍がパリを占領しました。;;;;;;;;;;X
EVT_133226_ACTA;OK;;;;;;;;;;X
EVT_133227_NAME;フランスにおける影響力;;;;;;;;;;X
EVT_133227_DESC;我が国は、パリに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133227_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133227_ACTB;奴らは既に共産主義者だ！;;;;;;;;;;X
EVT_133228_NAME;英軍のローマ占領;;;;;;;;;;X
EVT_133228_DESC;我が軍がローマを占領しました。;;;;;;;;;;X
EVT_133228_ACTA;OK;;;;;;;;;;X
EVT_133229_NAME;イタリアにおける影響力;;;;;;;;;;X
EVT_133229_DESC;我が国は、ローマに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133229_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133229_ACTB;イタリアに関わるのはやめよう;;;;;;;;;;X
EVT_133230_NAME;英軍のベオグラード占領;;;;;;;;;;X
EVT_133230_DESC;我が軍がベオグラードを占領しました。;;;;;;;;;;X
EVT_133230_ACTA;OK;;;;;;;;;;X
EVT_133231_NAME;ユーゴスラヴィアにおける影響力;;;;;;;;;;X
EVT_133231_DESC;我が国は、ベオグラードに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133231_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133231_ACTB;ユーゴスラヴィアに関わるのはやめよう;;;;;;;;;;X
EVT_133232_NAME;英軍のティラナ占領;;;;;;;;;;X
EVT_133232_DESC;我が軍がティラナを占領しました。;;;;;;;;;;X
EVT_133232_ACTA;OK;;;;;;;;;;X
EVT_133233_NAME;アルバニアにおける影響力;;;;;;;;;;X
EVT_133233_DESC;我が国は、ティラナに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133233_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133233_ACTB;アルバニアに関わるのはやめよう;;;;;;;;;;X
EVT_133234_NAME;英軍のマドリード占領;;;;;;;;;;X
EVT_133234_DESC;我が軍がマドリードを占領しました。;;;;;;;;;;X
EVT_133234_ACTA;OK;;;;;;;;;;X
EVT_133235_NAME;スペインにおける影響力;;;;;;;;;;X
EVT_133235_DESC;我が国は、マドリードに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133235_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133235_ACTB;スペインに関わるのはやめよう;;;;;;;;;;X
EVT_133236_NAME;英軍のリスボン占領;;;;;;;;;;X
EVT_133236_DESC;我が軍がリスボンを占領しました。;;;;;;;;;;X
EVT_133236_ACTA;OK;;;;;;;;;;X
EVT_133237_NAME;ポルトガルにおける影響力;;;;;;;;;;X
EVT_133237_DESC;我が国は、リスボンに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133237_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133237_ACTB;ポルトガルに関わるのはやめよう;;;;;;;;;;X
EVT_133238_NAME;英軍のベルン占領;;;;;;;;;;X
EVT_133238_DESC;我が軍がベルンを占領しました。;;;;;;;;;;X
EVT_133238_ACTA;OK;;;;;;;;;;X
EVT_133239_NAME;スイスにおける影響力;;;;;;;;;;X
EVT_133239_DESC;我が国は、ベルンに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133239_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133239_ACTB;スイスに関わるのはやめよう;;;;;;;;;;X
EVT_133240_NAME;英軍のアンカラ占領;;;;;;;;;;X
EVT_133240_DESC;我が軍がアンカラを占領しました。;;;;;;;;;;X
EVT_133240_ACTA;OK;;;;;;;;;;X
EVT_133241_NAME;トルコにおける影響力;;;;;;;;;;X
EVT_133241_DESC;我が国は、アンカラに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133241_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133241_ACTB;トルコに関わるのはやめよう;;;;;;;;;;X
EVT_133242_NAME;英軍のトリポリ占領;;;;;;;;;;X
EVT_133242_DESC;我が軍がトリポリを占領しました。;;;;;;;;;;X
EVT_133242_ACTA;OK;;;;;;;;;;X
EVT_133243_NAME;リビアにおける影響力;;;;;;;;;;X
EVT_133243_DESC;我が国は、トリポリに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133243_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133243_ACTB;リビアに関わるのはやめよう;;;;;;;;;;X
EVT_133244_NAME;英軍のソウル占領;;;;;;;;;;X
EVT_133244_DESC;我が軍がソウルを占領しました。;;;;;;;;;;X
EVT_133244_ACTA;OK;;;;;;;;;;X
EVT_133245_NAME;大韓民国における影響力;;;;;;;;;;X
EVT_133245_DESC;我が国は、ソウルに友好的な政府を設立しました。;;;;;;;;;;X
EVT_133245_ACTA;同盟国成立だ;;;;;;;;;;X
EVT_133245_ACTB;大韓民国に関わるのはやめよう;;;;;;;;;;X
EVT_133246_NAME;英軍のダブリン占領;;;;;;;;;;X
EVT_133246_DESC;我が軍がダブリンを占領しました。;;;;;;;;;;X
EVT_133246_ACTA;OK;;;;;;;;;;X
