##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;Err:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;ｧA = 0,64,0;;;;;;;;;;X
##;ｧB = 0,0,192;;;;;;;;;;X
##;ｧC = 128,0,0;;;;;;;;;;X
##;ｧD = 255,255,0;;;;;;;;;;X
##;ｧE = 255,0,255;;;;;;;;;;X
##;ｧF = 255,128,0;;;;;;;;;;X
##;ｧG = 0,100,0;;;;;;;;;;X
##;ｧH = 128,128, 128;;;;;;;;;;X
##;ｧI = 0,0,255;;;;;;;;;;X
##;ｧJ = 0,192,0;;;;;;;;;;X
##;ｧM = 100,255,100;;;;;;;;;;X
##;ｧN = 255,100,100;;;;;;;;;;X
##;ｧR = 240,0,0;;;;;;;;;;X
##;ｧW = 255,255,255;;;;;;;;;;X
##;ｧY = 208,232,248;;;;;;;;;;X
##;ｧZ = 0,0,0;;;;;;;;;;X
##;ｧｧ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
# STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
# ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;協商国;T. Entente;;;;;;;;;X
DPERSONALITY_JIANG_JIESHI_1;『蒋介石（しょうかいせき）』（1887年10月31日 - 1975年4月5日）は中華民国の政治家、軍人です。第3代・第5代国民政府主席、初代中華民国総統、中国国民党永久総裁などを歴任しました。孫文の後継者として北伐を完遂し、中華民国の統一を果たして同国の最高指導者となりました。1928年から1931年と、1943年から1975年に死去するまで国家元首の地位にありましたが、国共内戦で毛沢東率いる中国共産党に敗れて1949年より台湾に移り、大陸支配を回復することなく死去しました。;Jiang Jieshi was a political and military leader of 20th century China with a mixed legacy. Corruption and incompetence flourished under his watch and greatly harmed the Nationalists due to his inability to control it. His military leadership was also subpar as Nationalist troops lost many fights which they had superior numbers and weapons to the Communists. Still, Jiang Jieshi was a fierce patriot who used whatever means necessary to turn his view of a united China into reality in spite of these challenges. For him, ideology of any and all allied countries was of little importance as long as they supported his regime with the exception of communists within China. This opposition was mainly due to the fact the communists were the strongest opponent to his reign. If given the proper incentive though, this resigned generalissimo would gladly overlook any faction and enact any unpopular policy as long as doing so was, in his view, made with China's best interests in mind.;;;;;;;;;X
NPERSONALITY_JIANG_JIESHI_1;現実的な愛国者;Pragmatic Patriot;;;;;;;;;X
DPERSONALITY_JIANG_JIESHI_2;『蒋介石（しょうかいせき）』（1887年10月31日 - 1975年4月5日）は、孫文らとともに辛亥革命後の軍閥割拠状態になった中国において、国民党主導による全国統治を目指して北京政府や各地軍閥との戦争（北伐）を行いました。北伐後の国民政府は、軍閥混合的な色彩の政府であり、蒋介石は自己の権力を強大化させるため、それらを整理しようとし、中原大戦（反蒋介石の軍閥との戦争）を招き、張学良の協力によりこの戦争に勝利することができました。;With the successful unification of China, many of the unpopular policies enacted by Jiang Jieshi are no longer necessary and a political purging of corrupt officials has begun. The legacy of his iron-fisted rule remains, however, despite the end to tolerating corrupt officials and repeal of older oppressive policies. His administrative style remains focused on the ends rather than the means, although some liberal reformists claim he no longer understands the needs of the changing times.;;;;;;;;;X
NPERSONALITY_JIANG_JIESHI_2;引退した戦時愛国者;Retired War Patriot;;;;;;;;;X
DPERSONALITY_JIANG_JIESHI_3;『蒋介石（しょうかいせき）』（1887年10月31日 - 1975年4月5日）は日中戦争を戦い抜き、台湾に移ってからも強力な指導力で中国共産党と対峙した中華民国の指導者と、二・二八事件における数々の虐殺行為や、戒厳令を敷き、白色テロによる支配を行ったという独裁者としての面があります。大陸から撤退するにあたって大量の美術品、巨額の金銀やドル紙幣、優秀な人材を台湾に運び込みました。;Having been exiled from his homeland, Jiang Jieshi's later life was focused on consolidating his control over what little territory he still controlled in the unrealistic dream that the people would rise up and bring the Nationalist Party back to power in the mainland. Having realized the extent to which corruption undermined the Nationalists in the civil war, a massive purge of officials began which greatly cleaned up politics in the Nationalist controlled territory. Intelligence, propaganda, and security became the prime focus under his reign as he sought to instill a white counter-revolution in the mainland. Unfortunately, life within Taiwan under his administration was only marginally better than individuals living in areas under Communist control, due to the continuation of failed oppressive white-terror policies. Having evacuated a large amount of foreign currency reserves and rare materials during the retreat, Jiang Jieshi oversaw an era of massive state spending and investment in Taiwan's economy.;;;;;;;;;X
NPERSONALITY_JIANG_JIESHI_3;幻滅した政治家;Disillusioned Statesman;;;;;;;;;X
NPERSONALITY_DAI_LI_1;堅固な反共主義者;Staunch Anti-Communist;;;;;;;;;X
DPERSONALITY_DAI_LI_1;『戴笠（たいりゅう）』（1897年5月28日 - 1946年3月17日）は中華民国の政治家・軍人です。外国の侵略者の手先となる漢奸（漢民族の裏切者・背叛者）や共産主義勢力と対抗するため、諜報部門の統率者として全ての勢力と妥協しました。;While a mastermind behind intelligence, as the head of internal policing, Dai Li was willing to compromise with any and all factions, be they criminal or Hanjian, to undermine the power of communist partisans.;;;;;;;;;X
NPERSONALITY_DAI_LI_2;諜報の天才;Intelligence Genius;;;;;;;;;X
DPERSONALITY_DAI_LI_2;『戴笠（たいりゅう）』 （1897年5月28日 - 1946年3月17日）は中華民国の政治家・軍人です。戴笠は20世紀半ばの中国における最も優秀な諜報機関の統率者でした。蒋介石の反共路線を支持し、中国共産党や国民党左派への監視・調査活動に取り組み、北伐や反蒋派との戦いでも軍事情報の収集に努めました。1937年、日中戦争が勃発後に軍事委員会調査統計局（軍統）副局長に任命され、以後、軍統組織の整備に尽力し、1942年には、軍統の構成員は4万から5万にまで達したとされ、日本軍に対しても、様々な撹乱工作などを仕掛けていました。1946年3月17日、青島から南京へ向かう飛行途中で悪天候により飛行機は南京上空で墜落し死亡しました。;Dai Li was one of the best intelligence leaders in China and the world in the mid twentieth century. He successfully led the Bureau of Investigation and Statistics in countering communist infiltration of the Nationalist Army, gathering intelligence reports from behind occupied territory, giving orders to supposed collaborationist divisions, as well as secretly controlling the actions of the Nanjing puppet government in the Second Sino-Japanese War all while maintaining the general duties expected of an Intelligence agency. Under his leadership, he expanded the BIS to over 50,000 agents on an almost non-existent budget.;;;;;;;;;X
DPERSONALITY_MAO_ZEDONG_1;『毛沢東（もうたくとう）』（1893年12月26日 - 1976年9月9日）は、中華人民共和国の政治家、軍事戦略家、思想家です。初代中華人民共和国主席、中国共産党の創立党員の1人で、長征・日中戦争を経て党内の指導権を獲得し、1945年より中国共産党中央委員会主席を務めました。日中戦争後の国共内戦では蒋介石率いる中華民国を台湾に追いやり、中華人民共和国を建国しました。以後、死去するまで同国の最高指導者の地位にありました。中華人民共和国建国後、大躍進政策、1966年から開始された文化大革命のような政策で、文化、社会、経済、外交に重大な影響を与えました。;Mao once said, 'every ship needs a helmsman' and proceeded to become just that, building a personality cult and shaping China's development in the 20th century. A great political and military leader, Mao Zedong led the communists to victory against both Japanese and Nationalist forces. Having little experience in administrative affairs, Mao preferred a more decentralized version of communism, stating that over centralization by the state would be disastrous for the nation. During the Chinese Civil War and Sino-Japanese War, this meant allowing local villages the complete freedom to vote in free elections and decide most affairs. Of course, rightist parties were banned from said elections, with only liberal democrats and socialists allowed. After the formation of the People's Republic of China, his administrative style focused on one area he was experienced in: politics, with an emphasis on making sure all bureaucrats were ideologically pure. As a result of his naivety towards administration and increasing paranoia and emphasis on ideological purity as he aged, the nation suffered under his mismanagement. Still, his contributions to the nation remain marked, as he dismantled feudalism in China, promoted equal rights for women, established universal medical care, and expanded literacy and education from less than one percent of the population to over ninety-seven percent of the current generation.;;;;;;;;;X
NPERSONALITY_MAO_ZEDONG_1;偉大なる船頭;Great Helmsman;;;;;;;;;X
DPERSONALITY_MAO_ZEDONG_2;『毛沢東（もうたくとう）』（1893年12月26日 - 1976年9月9日）は、中華人民共和国の政治家、軍事戦略家、思想家です。毛沢東が提唱した「人民戦争理論」とは全人民の力量で敵に打撃を与えるとした戦争論です。「権力は銃口から生まれる」「軍なくして人民は無し」「国家権力掌握が最終目標」としており、民より軍を優先する思想です。;People's War is a military and political doctrine devised by Mao Zedong during the 1930s. The doctrine argues that a decisive battle between rebel forces and state power (whether domestic or foreign) would end disastrously. Instead, rebels must choose their battles carefully, using guerrilla tactics to force the enemy deep into the interior of their country where they can be bled dry over the course of a protracted war. Mao's strategy breaks this war into three stages. First, 'revolutionary base areas' must be established in remote areas where state power is weak. The second stage involves expanding the base areas and gaining influence in the surrounding countryside. During this stage the rebels should 'serve the people', gain their support, and become the de facto government. Once they have popular support, guerrillas can move to the third stage where forces from the countryside will encircle and capture cities, the centers of state power. By this time, the movement should be strong enough that the guerrilla war will evolve into a conventional one.;;;;;;;;;X
NPERSONALITY_MAO_ZEDONG_2;人民戦争理論の提唱者;People's War Proponent;;;;;;;;;X
DPERSONALITY_ZHOU_ENLAI;『周恩来（しゅうおんらい）』（1898年3月5日 - 1976年1月8日）は中華人民共和国の政治家です。政務院総理・国務院総理（首相）を務め、毛沢東の信任を繋ぎとめ、文化大革命中も失脚しなかったことなどから「不倒翁』（起き上がり小法師）の異名を持っています。文革の「火消し屋」として紅衛兵の横暴を抑えようとしました。;Originally a diplomat, Zhou Enlai often found himself as a moderating influence against the more extreme factions in the ruling cabinet due to Mao's administrative inexperience and emphasis on political purity. While there were others, such as Deng Xiaoping, with similar views, it was Zhou Enlai's oratory and administrative ability which allowed him the ability to actually carry out actions designed to right Mao's wrongs without being accused of being a counter-revolutionary by his political opponents. Humble in his own right, Zhou Enlai preferred to win over others with his intellect and wit instead of through force of rhetoric, willing to severely criticize himself and go along with the prevailing political winds, in name only, only to silently correct actions he disagreed with. He is credited with moderating many of the excesses carried out by the Red Guards.;;;;;;;;;X
NPERSONALITY_ZHOU_ENLAI;火消し屋;The Fixer;;;;;;;;;X
DPERSONALITY_DENG_XIAOPING;『トウ小平（とうしょうへい）』（1904年8月22日 - 1997年2月19日）は、中華人民共和国の政治家です。中華人民共和国を建国した毛沢東の死後、その後継者である華国鋒から実権を奪い、事実上の中華人民共和国の最高指導者となりました。毛沢東が発動した文化大革命によって疲弊した中華人民共和国の再建に取り組み、「改革開放」政策を推進して社会主義経済の下に市場経済の導入を図るなど、同国の現代化建設の礎を築きました。;Considered a 'capitalist roader' by Mao and denounced countless times, Deng Xiaoping found himself as the 'paramount leader' of China after Mao Zedong, becoming the standard bearer for the reformist faction within the Communist Party after the group's previous leader, Zhou Enlai, died. Believing in the welfare of the people, Deng preferred pragmatic actions over political dogma. Having some administrative and economic knowledge himself, he was able to outmaneuver his economically uneducated political opponents with crafty economic policies to implement his market reforms, such as claiming further expansionary market reforms would reduce inflation introduced by initial experiments with market reform. Said policies in reality only produce short term deflationary effects due to expansion of supply, before even greater inflation kicks in. Through these proposals, he was able to transition China from a highly inefficient decentralized communist system under Mao to the efficient modern mixed economy found today. Unfortunately, his tenure also saw a marked increase in corruption, a problem which is one of the main issues affecting China today. He never held an official post of power himself.;;;;;;;;;X
